Game,PlayerID,Health,ActionType,ActionString,HeuristicValue
0,2,100,TOVPlayerMove,Moved from tile [0, 0] in direction [1, 0].,-0.030006737946999085
0,1,100,TOVPlayerMove,Moved from tile [0, 0] in direction [0, 1].,-0.030006737946999085
0,0,100,TOVPlayerMove,Moved from tile [1, 0] in direction [1, 0].,-0.020018315638888735
0,2,100,TOVPlayerMove,Moved from tile [0, 1] in direction [1, 0].,-0.020018315638888735
0,1,100,TOVPlayerMove,Moved from tile [1, 0] in direction [0, -1].,-0.020018315638888735
0,0,100,TOVPlayerMove,Moved from tile [2, 0] in direction [1, 0].,-0.010006737946999085
0,2,100,TOVPlayerMove,Moved from tile [2, 1] in direction [0, 1].,-1.831563888873418E-5
0,0,100,TOVPlayerUseCard,Played the card: null,-1.831563888873418E-5
0,1,98,TOVPlayerUseCard,Played the card: null,0.009981684361111265
0,0,100,TOVPlayerUseCard,Played the card: null,-1.831563888873418E-5
0,2,90,TOVPlayerAttack,Default Attack against 29,-1.831563888873418E-5
0,1,98,TOVPlayerUseCard,Played the card: null,0.009981684361111265
0,1,98,TOVPlayerUseCard,Played the card: null,0.009981684361111265
0,1,98,TOVPlayerUseCard,Played the card: null,0.009981684361111265
0,2,93,TOVPlayerAttack,Default Attack against 29,1.9799816843611113
0,1,98,TOVPlayerMove,Moved from tile [2, 1] in direction [0, 1].,2.069981684361111
0,0,100,TOVPlayerMove,Moved from tile [2, 1] in direction [0, 1].,1.9849816843611112
0,2,93,TOVPlayerMove,Moved from tile [2, 2] in direction [1, 0].,1.9899502129316322
0,0,100,TOVPlayerMove,Moved from tile [1, 2] in direction [-1, 0].,2.0048646647167634
0,1,97,TOVPlayerAttack,Default Attack against 51,2.0948646647167637
0,2,93,TOVPlayerAttack,Default Attack against 51,1.9998646647167635
0,2,93,TOVPlayerAttack,Default Attack against 53,2.0048646647167634
0,1,88,TOVPlayerAttack,Default Attack against 53,2.1448646647167635
0,0,100,TOVPlayerAttack,Default Attack against 51,2.0098646647167633
0,2,93,TOVPlayerAttack,Default Attack against 53,2.0098646647167633
0,2,93,TOVPlayerAttack,Default Attack against 52,2.0148646647167636
0,0,83,TOVPlayerAttack,Default Attack against 52,2.0898646647167634
0,1,88,TOVPlayerUseCard,Played the card: null,4.119864664716763
0,0,83,TOVPlayerMove,Moved from tile [1, 2] in direction [1, 0].,4.059864664716763
0,2,93,TOVPlayerMove,Moved from tile [1, 2] in direction [0, 1].,4.0648646647167626
0,1,88,TOVPlayerMove,Moved from tile [2, 2] in direction [0, 1].,4.129950212931633
0,0,83,TOVPlayerMove,Moved from tile [1, 3] in direction [0, 1].,4.069632120558829
0,2,93,TOVPlayerMove,Moved from tile [1, 3] in direction [0, 1].,4.074950212931633
0,1,88,TOVPlayerMove,Moved from tile [2, 3] in direction [0, 1].,4.139864664716764
0,1,88,TOVPlayerMove,Moved from tile [2, 4] in direction [0, 1].,4.149950212931633
0,0,83,TOVPlayerAttack,Default Attack against 100,4.889950212931632
0,2,86,TOVPlayerUseCard,Played the card: null,4.094950212931632
0,2,76,TOVPlayerUseCard,Played the card: null,4.094950212931632
0,0,83,TOVPlayerAttack,Default Attack against 101,4.889950212931632
0,2,76,TOVPlayerAttack,Default Attack against 101,4.101950212931633
0,0,83,TOVPlayerAttack,Default Attack against 100,4.971950212931632
0,1,73,TOVPlayerAttack,Default Attack against 100,6.211950212931633
0,0,83,TOVPlayerMove,Moved from tile [2, 4] in direction [1, 0].,7.033950212931632
0,2,76,TOVPlayerMove,Moved from tile [2, 4] in direction [0, 1].,6.088950212931633
0,1,73,TOVPlayerMove,Moved from tile [3, 4] in direction [0, 1].,6.211864664716764
0,0,83,TOVPlayerMove,Moved from tile [2, 5] in direction [0, -1].,6.243981684361111
0,2,76,TOVPlayerMove,Moved from tile [1, 5] in direction [-1, 0].,6.1089932620530005
0,1,73,TOVPlayerAttack,Default Attack against 139,6.231993262053001
0,0,83,TOVPlayerUseCard,Played the card: null,6.253993262053
0,1,72,TOVPlayerAttack,Default Attack against 139,6.236993262053001
0,2,76,TOVPlayerAttack,Default Attack against 139,8.095993262053002
0,1,72,TOVPlayerMove,Moved from tile [1, 5] in direction [0, 1].,8.298993262053003
0,0,83,TOVPlayerMove,Moved from tile [1, 5] in direction [-1, 0].,8.240993262053001
0,2,76,TOVPlayerMove,Moved from tile [1, 6] in direction [-1, 0].,8.105997521247824
0,0,83,TOVPlayerMove,Moved from tile [2, 6] in direction [1, 0].,8.260993262053
0,2,76,TOVPlayerAttack,Default Attack against 176,8.115993262053001
0,1,57,TOVPlayerAttack,Default Attack against 177,8.393993262053002
0,1,50,TOVPlayerUseCard,Played the card: null,8.428993262053002
0,0,83,TOVPlayerAttack,Default Attack against 175,8.267993262053002
0,1,50,TOVPlayerAttack,Default Attack against 177,8.435993262053001
0,2,69,TOVPlayerAttack,Default Attack against 175,8.122993262053
