Game,PlayerID,Health,ActionType,ActionString,HeuristicValue
0,2,100,TOVPlayerMove,Moved from tile [0, 0] in direction [1, 0].,-0.016
0,1,100,TOVPlayerMove,Moved from tile [0, 0] in direction [0, 1].,-0.016
0,0,100,TOVPlayerMove,Moved from tile [1, 0] in direction [1, 0].,-0.015
0,2,100,TOVPlayerMove,Moved from tile [0, 1] in direction [0, 1].,-0.025
0,1,100,TOVPlayerMove,Moved from tile [1, 0] in direction [1, 0].,-0.025
0,0,100,TOVPlayerMove,Moved from tile [1, 1] in direction [1, 0].,-0.014
0,0,100,TOVPlayerMove,Moved from tile [1, 2] in direction [0, 1].,0.015
0,1,100,TOVPlayerUseCard,Played the card: null,0.015
0,1,96,TOVPlayerUseCard,Played the card: null,0.035
0,1,96,TOVPlayerAttack,Default Attack against 39,0.04
0,0,100,TOVPlayerAttack,Default Attack against 39,0.995
0,2,100,TOVPlayerMove,Moved from tile [1, 2] in direction [0, 1].,0.995
0,1,96,TOVPlayerMove,Moved from tile [1, 2] in direction [1, 0].,1.1
0,0,100,TOVPlayerMove,Moved from tile [1, 3] in direction [-1, 0].,0.986
0,2,100,TOVPlayerMove,Moved from tile [2, 2] in direction [0, 1].,0.996
0,0,100,TOVPlayerMove,Moved from tile [3, 2] in direction [1, 0].,1.0070000000000001
0,2,100,TOVPlayerUseCard,Played the card: null,1.0070000000000001
0,2,88,TOVPlayerUseCard,Played the card: null,1.0070000000000001
0,0,94,TOVPlayerAttack,Default Attack against 45,1.0070000000000001
0,2,88,TOVPlayerAttack,Default Attack against 44,1.012
0,1,94,TOVPlayerAttack,Default Attack against 45,1.122
0,1,94,TOVPlayerAttack,Default Attack against 45,1.2020000000000002
0,2,86,TOVPlayerAttack,Default Attack against 43,1.0170000000000001
0,0,86,TOVPlayerUseCard,Played the card: null,1.0870000000000002
0,2,86,TOVPlayerAttack,Default Attack against 43,1.9969999999999999
0,1,97,TOVPlayerMove,Moved from tile [3, 2] in direction [-1, 0].,2.187
0,0,86,TOVPlayerMove,Moved from tile [3, 2] in direction [-1, 0].,2.147
0,2,86,TOVPlayerMove,Moved from tile [2, 2] in direction [-1, 0].,1.9959999999999998
0,1,97,TOVPlayerMove,Moved from tile [2, 2] in direction [1, 0].,2.186
0,0,86,TOVPlayerMove,Moved from tile [2, 2] in direction [1, 0].,2.146
0,2,86,TOVPlayerMove,Moved from tile [3, 2] in direction [-1, 0].,1.9969999999999999
0,1,97,TOVPlayerMove,Moved from tile [3, 2] in direction [-1, 0].,2.187
0,0,96,TOVPlayerMove,Moved from tile [1, 2] in direction [1, 0].,2.1450000000000005
0,2,96,TOVPlayerMove,Moved from tile [2, 2] in direction [0, 1].,1.9959999999999998
0,1,99,TOVPlayerMove,Moved from tile [4, 2] in direction [1, 0].,2.1880000000000006
0,0,96,TOVPlayerMove,Moved from tile [4, 1] in direction [0, -1].,2.1590000000000003
0,1,99,TOVPlayerUseCard,Played the card: null,2.1990000000000003
0,2,96,TOVPlayerUseCard,Played the card: null,2.009
0,2,90,TOVPlayerAttack,Default Attack against 26,2.0140000000000002
0,2,90,TOVPlayerAttack,Default Attack against 28,2.019
0,2,90,TOVPlayerAttack,Default Attack against 27,2.024
0,2,90,TOVPlayerAttack,Default Attack against 28,2.104
0,2,90,TOVPlayerAttack,Default Attack against 27,2.109
0,2,90,TOVPlayerAttack,Default Attack against 27,2.189
0,1,99,TOVPlayerAttack,Default Attack against 26,3.1790000000000003
0,0,89,TOVPlayerMove,Moved from tile [4, 1] in direction [0, -1].,3.1390000000000002
0,2,90,TOVPlayerMove,Moved from tile [4, 1] in direction [1, 0].,3.247
0,1,99,TOVPlayerMove,Moved from tile [4, 0] in direction [1, 0].,3.1660000000000004
0,0,89,TOVPlayerMove,Moved from tile [5, 1] in direction [0, 1].,3.1480000000000006
0,0,89,TOVPlayerMove,Moved from tile [6, 1] in direction [1, 0].,3.177
0,2,90,TOVPlayerAttack,Default Attack against 32,3.287
0,2,89,TOVPlayerUseCard,Played the card: null,3.287
0,1,99,TOVPlayerAttack,Default Attack against 32,3.217
0,0,92,TOVPlayerAttack,Default Attack against 32,4.1739999999999995
0,1,99,TOVPlayerMove,Moved from tile [6, 2] in direction [0, 1].,4.29
0,0,92,TOVPlayerAttack,Default Attack against 51,4.175
0,0,87,TOVPlayerUseCard,Played the card: null,4.175
0,0,87,TOVPlayerAttack,Default Attack against 52,4.182
0,1,94,TOVPlayerAttack,Default Attack against 52,4.322
0,2,88,TOVPlayerAttack,Default Attack against 50,4.285
0,2,88,TOVPlayerAttack,Default Attack against 52,4.285
0,1,88,TOVPlayerAttack,Default Attack against 51,5.414000000000001
0,0,82,TOVPlayerMove,Moved from tile [6, 2] in direction [-1, 0].,5.244000000000001
0,2,88,TOVPlayerMove,Moved from tile [6, 2] in direction [0, 1].,5.347
0,1,88,TOVPlayerMove,Moved from tile [5, 2] in direction [0, 1].,5.414999999999999
0,0,82,TOVPlayerMove,Moved from tile [6, 3] in direction [0, -1].,5.265
0,0,82,TOVPlayerMove,Moved from tile [6, 4] in direction [0, 1].,5.2540000000000004
0,0,82,TOVPlayerAttack,Default Attack against 84,5.261
0,2,88,TOVPlayerAttack,Default Attack against 84,6.347
0,2,88,TOVPlayerMove,Moved from tile [7, 4] in direction [1, 0].,6.3759999999999994
0,0,82,TOVPlayerAttack,Default Attack against 88,6.361999999999999
0,0,82,TOVPlayerAttack,Default Attack against 88,6.369
0,0,82,TOVPlayerAttack,Default Attack against 88,6.451
0,2,87,TOVPlayerAttack,Default Attack against 87,6.382999999999999
0,1,78,TOVPlayerAttack,Default Attack against 87,7.462999999999999
0,0,82,TOVPlayerMove,Moved from tile [7, 4] in direction [1, 0].,7.427999999999999
0,2,87,TOVPlayerMove,Moved from tile [7, 4] in direction [0, -1].,7.435
0,1,78,TOVPlayerMove,Moved from tile [8, 4] in direction [1, 0].,7.453
0,0,82,TOVPlayerMove,Moved from tile [7, 3] in direction [-1, 0].,7.429
0,2,87,TOVPlayerMove,Moved from tile [8, 4] in direction [1, 0].,7.425000000000001
0,1,78,TOVPlayerMove,Moved from tile [7, 4] in direction [0, 1].,7.462999999999999
0,0,82,TOVPlayerMove,Moved from tile [8, 3] in direction [1, 0].,7.449
0,0,82,TOVPlayerMove,Moved from tile [9, 3] in direction [1, 0].,7.4399999999999995
0,1,78,TOVPlayerAttack,Default Attack against 71,7.475
0,1,78,TOVPlayerUseCard,Played the card: null,7.475
0,1,78,TOVPlayerAttack,Default Attack against 71,7.481999999999999
0,0,82,TOVPlayerAttack,Default Attack against 71,8.427000000000001
0,2,87,TOVPlayerMove,Moved from tile [9, 3] in direction [0, 1].,8.427000000000001
0,1,78,TOVPlayerMove,Moved from tile [9, 3] in direction [0, 1].,8.544
0,0,82,TOVPlayerMove,Moved from tile [9, 4] in direction [0, 1].,8.436
0,0,82,TOVPlayerMove,Moved from tile [9, 5] in direction [0, 1].,8.445
0,0,82,TOVPlayerAttack,Default Attack against 105,8.452
0,2,87,TOVPlayerAttack,Default Attack against 104,8.445
0,0,82,TOVPlayerAttack,Default Attack against 105,8.459
0,1,71,TOVPlayerAttack,Default Attack against 104,8.597
0,0,76,TOVPlayerAttack,Default Attack against 104,9.446
0,2,87,TOVPlayerMove,Moved from tile [9, 5] in direction [0, 1].,9.507
0,1,71,TOVPlayerMove,Moved from tile [9, 5] in direction [-1, 0].,9.659
0,0,76,TOVPlayerMove,Moved from tile [9, 6] in direction [0, -1].,9.456
0,2,87,TOVPlayerMove,Moved from tile [8, 6] in direction [-1, 0].,9.527999999999999
0,1,71,TOVPlayerAttack,Default Attack against 124,9.68
0,0,76,TOVPlayerAttack,Default Attack against 123,9.466999999999999
0,0,64,TOVPlayerAttack,Default Attack against 125,9.473999999999998
0,2,80,TOVPlayerAttack,Default Attack against 125,9.534999999999998
0,0,64,TOVPlayerAttack,Default Attack against 123,9.556
0,2,80,TOVPlayerAttack,Default Attack against 124,10.607
0,0,64,TOVPlayerMove,Moved from tile [8, 7] in direction [0, 1].,10.639000000000001
0,1,71,TOVPlayerAttack,Default Attack against 140,10.688
0,2,80,TOVPlayerAttack,Default Attack against 141,10.618
0,2,80,TOVPlayerAttack,Default Attack against 140,10.700000000000001
0,2,80,TOVPlayerAttack,Default Attack against 141,10.707
0,1,65,TOVPlayerAttack,Default Attack against 141,11.705
0,0,63,TOVPlayerMove,Moved from tile [8, 7] in direction [1, 0].,11.626000000000001
0,2,80,TOVPlayerMove,Moved from tile [8, 7] in direction [0, 1].,11.769
0,1,65,TOVPlayerMove,Moved from tile [9, 7] in direction [0, 1].,12.193999999999999
0,0,63,TOVPlayerMove,Moved from tile [8, 8] in direction [0, 1].,12.115
0,2,80,TOVPlayerMove,Moved from tile [8, 8] in direction [0, -1].,11.777999999999999
0,1,65,TOVPlayerMove,Moved from tile [9, 8] in direction [-1, 0].,12.183
0,0,63,TOVPlayerMove,Moved from tile [8, 7] in direction [0, -1].,11.626000000000001
0,2,80,TOVPlayerMove,Moved from tile [7, 8] in direction [0, -1].,11.789
