Game,PlayerID,Health,ActionType,ActionString,HeuristicValue
0,0,73,TOVPlayerMove,Moved from tile [11, 13] in direction [1, 0].,4.99
0,1,73,TOVPlayerAttack,Default Attack against 804,5.135
0,1,66,TOVPlayerAttack,Default Attack against 802,5.175
0,0,64,TOVPlayerAttack,Default Attack against 802,5.07
0,1,66,TOVPlayerAttack,Default Attack against 803,5.255
0,2,64,TOVPlayerAttack,Default Attack against 803,5.15
0,0,64,TOVPlayerMove,Moved from tile [11, 13] in direction [0, -1].,5.325
0,1,66,TOVPlayerMove,Moved from tile [11, 13] in direction [-1, 0].,5.585
0,0,64,TOVPlayerMove,Moved from tile [12, 13] in direction [1, 0].,5.325
0,1,66,TOVPlayerAttack,Default Attack against 809,5.585
0,2,57,TOVPlayerAttack,Default Attack against 808,5.15
0,2,57,TOVPlayerAttack,Default Attack against 807,5.155
0,0,64,TOVPlayerAttack,Default Attack against 807,5.405
0,1,51,TOVPlayerAttack,Default Attack against 808,5.915
0,0,64,TOVPlayerMove,Moved from tile [13, 13] in direction [1, 0].,5.734999999999999
0,1,51,TOVPlayerAttack,Default Attack against 812,6.165
0,2,57,TOVPlayerMove,Moved from tile [13, 13] in direction [-1, 0].,5.734999999999999
0,0,64,TOVPlayerMove,Moved from tile [13, 13] in direction [1, 0].,6.0649999999999995
0,1,51,TOVPlayerMove,Moved from tile [12, 13] in direction [0, -1].,6.165
0,0,64,TOVPlayerMove,Moved from tile [12, 14] in direction [0, 1].,6.0649999999999995
0,1,51,TOVPlayerUseCard,Played the card: null,6.165
0,2,56,TOVPlayerAttack,Default Attack against 842,5.734999999999999
0,2,53,TOVPlayerAttack,Default Attack against 842,5.8149999999999995
0,1,51,TOVPlayerUseCard,Played the card: null,6.17
0,0,64,TOVPlayerAttack,Default Attack against 841,6.0649999999999995
0,1,51,TOVPlayerAttack,Default Attack against 841,6.425
0,2,56,TOVPlayerMove,Moved from tile [12, 14] in direction [0, -1].,6.0649999999999995
0,0,64,TOVPlayerMove,Moved from tile [12, 14] in direction [-1, 0].,6.395
0,1,51,TOVPlayerMove,Moved from tile [12, 13] in direction [0, -1].,6.425
0,2,56,TOVPlayerMove,Moved from tile [11, 14] in direction [1, 0].,6.0649999999999995
0,0,64,TOVPlayerMove,Moved from tile [12, 13] in direction [0, -1].,6.395
0,1,51,TOVPlayerMove,Moved from tile [13, 13] in direction [0, -1].,6.425
0,2,56,TOVPlayerMove,Moved from tile [11, 13] in direction [0, -1].,6.0649999999999995
0,0,64,TOVPlayerMove,Moved from tile [12, 12] in direction [1, 0].,6.395
0,1,51,TOVPlayerMove,Moved from tile [13, 12] in direction [1, 0].,6.425
0,2,56,TOVPlayerMove,Moved from tile [13, 11] in direction [0, -1].,6.0649999999999995
0,1,51,TOVPlayerAttack,Default Attack against 754,6.425
0,0,64,TOVPlayerAttack,Default Attack against 754,6.395
0,0,60,TOVPlayerAttack,Default Attack against 755,6.4
0,0,60,TOVPlayerAttack,Default Attack against 753,6.405
0,0,60,TOVPlayerAttack,Default Attack against 755,6.485
0,1,35,TOVPlayerAttack,Default Attack against 753,6.835
0,2,36,TOVPlayerMove,Moved from tile [13, 11] in direction [1, 0].,6.32
0,0,60,TOVPlayerMove,Moved from tile [13, 11] in direction [1, 0].,6.8149999999999995
0,1,35,TOVPlayerMove,Moved from tile [14, 11] in direction [0, 1].,6.835
0,0,60,TOVPlayerMove,Moved from tile [14, 10] in direction [0, -1].,6.8149999999999995
0,1,31,TOVPlayerAttack,Default Attack against 733,6.855
0,1,31,TOVPlayerAttack,Default Attack against 731,6.859999999999999
0,2,28,TOVPlayerAttack,Default Attack against 731,6.32
0,1,31,TOVPlayerAttack,Default Attack against 732,6.9399999999999995
0,2,28,TOVPlayerAttack,Default Attack against 732,6.575
0,0,59,TOVPlayerMove,Moved from tile [14, 9] in direction [0, -1].,7.145
0,1,23,TOVPlayerAttack,Default Attack against 704,7.3100000000000005
0,1,19,TOVPlayerAttack,Default Attack against 705,7.41
0,2,26,TOVPlayerAttack,Default Attack against 706,6.825
0,2,26,TOVPlayerMove,Moved from tile [14, 8] in direction [0, -1].,6.825
0,1,22,TOVPlayerUseCard,Played the card: null,7.74
0,0,59,TOVPlayerAttack,Default Attack against 679,7.475
0,1,22,TOVPlayerAttack,Default Attack against 679,7.995
0,0,59,TOVPlayerMove,Moved from tile [14, 7] in direction [0, -1].,7.805
0,2,26,TOVPlayerAttack,Default Attack against 660,7.075
0,0,59,TOVPlayerAttack,Default Attack against 660,8.06
0,1,22,TOVPlayerMove,Moved from tile [14, 7] in direction [0, 1].,8.245
0,2,26,TOVPlayerMove,Moved from tile [14, 7] in direction [0, 1].,7.405
0,0,79,TOVPlayerMove,Moved from tile [14, 8] in direction [-1, 0].,8.06
0,1,61,TOVPlayerMove,Moved from tile [14, 8] in direction [0, 1].,8.245
0,2,63,TOVPlayerMove,Moved from tile [13, 7] in direction [0, -1].,7.405
0,0,79,TOVPlayerMove,Moved from tile [12, 7] in direction [-1, 0].,8.06
0,2,57,TOVPlayerAttack,Default Attack against 654,7.405
0,2,55,TOVPlayerAttack,Default Attack against 654,7.484999999999999
0,0,76,TOVPlayerUseCard,Played the card: null,8.065
0,1,61,TOVPlayerAttack,Default Attack against 656,8.245
0,2,45,TOVPlayerAttack,Default Attack against 655,7.484999999999999
0,0,76,TOVPlayerAttack,Default Attack against 655,8.395
0,0,76,TOVPlayerMove,Moved from tile [11, 7] in direction [-1, 0].,8.395
0,1,57,TOVPlayerAttack,Default Attack against 651,8.52
0,2,45,TOVPlayerAttack,Default Attack against 650,8.065
0,2,45,TOVPlayerMove,Moved from tile [11, 6] in direction [0, -1].,8.065
0,0,74,TOVPlayerAttack,Default Attack against 619,8.725
0,1,54,TOVPlayerAttack,Default Attack against 618,8.865
0,1,54,TOVPlayerAttack,Default Attack against 620,8.870000000000001
0,2,39,TOVPlayerAttack,Default Attack against 620,8.395
0,0,70,TOVPlayerMove,Moved from tile [11, 5] in direction [0, -1].,9.055
0,1,54,TOVPlayerAttack,Default Attack against 587,9.2
0,2,39,TOVPlayerAttack,Default Attack against 588,8.645
0,0,70,TOVPlayerMove,Moved from tile [11, 4] in direction [0, -1].,9.385
0,2,39,TOVPlayerAttack,Default Attack against 564,8.645
0,1,57,TOVPlayerUseCard,Played the card: null,9.53
0,2,39,TOVPlayerAttack,Default Attack against 564,8.895
0,0,83,TOVPlayerMove,Moved from tile [11, 4] in direction [0, -1].,9.64
0,1,78,TOVPlayerMove,Moved from tile [11, 4] in direction [0, -1].,9.86
0,2,69,TOVPlayerMove,Moved from tile [11, 3] in direction [1, 0].,8.895
0,0,83,TOVPlayerMove,Moved from tile [10, 3] in direction [-1, 0].,9.64
0,1,78,TOVPlayerAttack,Default Attack against 534,9.86
0,2,69,TOVPlayerUseCard,Played the card: null,8.895
0,2,69,TOVPlayerAttack,Default Attack against 533,8.9
0,0,78,TOVPlayerAttack,Default Attack against 533,9.969999999999999
0,2,69,TOVPlayerMove,Moved from tile [10, 2] in direction [0, -1].,9.23
0,0,74,TOVPlayerAttack,Default Attack against 505,9.969999999999999
0,0,74,TOVPlayerAttack,Default Attack against 504,10.05
0,1,75,TOVPlayerAttack,Default Attack against 503,10.375
0,2,66,TOVPlayerMove,Moved from tile [10, 2] in direction [0, 1].,9.56
0,0,74,TOVPlayerMove,Moved from tile [10, 2] in direction [0, -1].,10.379999999999999
0,1,75,TOVPlayerMove,Moved from tile [10, 3] in direction [0, -1].,10.375
0,2,66,TOVPlayerMove,Moved from tile [10, 1] in direction [0, -1].,9.56
0,0,74,TOVPlayerMove,Moved from tile [9, 1] in direction [-1, 0].,10.379999999999999
0,1,75,TOVPlayerAttack,Default Attack against 470,10.625
0,2,66,TOVPlayerMove,Moved from tile [9, 1] in direction [1, 0].,9.81
0,0,74,TOVPlayerMove,Moved from tile [9, 1] in direction [-1, 0].,10.71
0,1,75,TOVPlayerMove,Moved from tile [10, 1] in direction [0, -1].,10.625
0,0,74,TOVPlayerMove,Moved from tile [11, 1] in direction [1, 0].,10.71
0,1,75,TOVPlayerAttack,Default Attack against 475,10.625
0,2,66,TOVPlayerAttack,Default Attack against 476,9.81
0,2,66,TOVPlayerAttack,Default Attack against 474,9.815
0,0,73,TOVPlayerAttack,Default Attack against 474,11.04
0,1,63,TOVPlayerMove,Moved from tile [11, 1] in direction [0, -1].,11.015
0,2,66,TOVPlayerMove,Moved from tile [11, 1] in direction [0, 1].,10.145
0,0,73,TOVPlayerMove,Moved from tile [11, 0] in direction [1, 0].,11.04
0,1,63,TOVPlayerMove,Moved from tile [11, 2] in direction [0, 1].,11.015
0,2,66,TOVPlayerMove,Moved from tile [12, 1] in direction [-1, 0].,10.145
0,0,73,TOVPlayerMove,Moved from tile [13, 1] in direction [1, 0].,11.04
0,1,63,TOVPlayerAttack,Default Attack against 481,11.015
0,1,63,TOVPlayerAttack,Default Attack against 480,11.02
0,2,59,TOVPlayerAttack,Default Attack against 480,10.395
0,0,69,TOVPlayerMove,Moved from tile [13, 2] in direction [0, 1].,11.37
0,2,59,TOVPlayerAttack,Default Attack against 512,10.395
0,1,63,TOVPlayerAttack,Default Attack against 511,11.35
0,1,57,TOVPlayerUseCard,Played the card: null,11.379999999999999
0,0,69,TOVPlayerAttack,Default Attack against 510,11.45
0,1,49,TOVPlayerAttack,Default Attack against 510,11.675
0,2,46,TOVPlayerMove,Moved from tile [13, 2] in direction [0, -1].,10.725
0,0,69,TOVPlayerMove,Moved from tile [13, 2] in direction [1, 0].,11.78
0,1,49,TOVPlayerMove,Moved from tile [13, 1] in direction [0, -1].,11.675
0,2,46,TOVPlayerMove,Moved from tile [14, 2] in direction [0, 1].,10.725
0,2,46,TOVPlayerMove,Moved from tile [14, 3] in direction [0, 1].,10.725
0,0,69,TOVPlayerAttack,Default Attack against 540,11.78
0,0,69,TOVPlayerAttack,Default Attack against 541,11.785
0,1,41,TOVPlayerAttack,Default Attack against 542,11.715
0,0,69,TOVPlayerAttack,Default Attack against 542,11.79
0,1,41,TOVPlayerAttack,Default Attack against 541,12.045
0,0,69,TOVPlayerMove,Moved from tile [14, 4] in direction [0, 1].,12.120000000000001
0,1,41,TOVPlayerAttack,Default Attack against 569,12.045
0,2,38,TOVPlayerAttack,Default Attack against 571,11.055
0,2,38,TOVPlayerAttack,Default Attack against 570,11.06
0,0,62,TOVPlayerAttack,Default Attack against 570,12.45
0,1,37,TOVPlayerMove,Moved from tile [14, 4] in direction [0, 1].,12.395
0,2,38,TOVPlayerMove,Moved from tile [14, 4] in direction [0, 1].,11.39
0,0,62,TOVPlayerMove,Moved from tile [14, 5] in direction [0, 1].,12.45
0,0,62,TOVPlayerMove,Moved from tile [13, 5] in direction [-1, 0].,12.45
0,1,37,TOVPlayerAttack,Default Attack against 595,12.395
0,2,38,TOVPlayerAttack,Default Attack against 595,11.64
0,2,38,TOVPlayerMove,Moved from tile [12, 5] in direction [-1, 0].,11.64
0,0,62,TOVPlayerAttack,Default Attack against 592,12.705
0,0,59,TOVPlayerAttack,Default Attack against 591,12.71
0,1,30,TOVPlayerAttack,Default Attack against 591,12.76
0,2,38,TOVPlayerAttack,Default Attack against 592,11.895
0,0,59,TOVPlayerMove,Moved from tile [12, 5] in direction [0, -1].,13.04
0,1,30,TOVPlayerMove,Moved from tile [12, 5] in direction [0, 1].,13.09
0,2,38,TOVPlayerMove,Moved from tile [12, 4] in direction [0, -1].,11.895
0,0,59,TOVPlayerMove,Moved from tile [12, 6] in direction [1, 0].,13.04
0,1,30,TOVPlayerMove,Moved from tile [12, 4] in direction [-1, 0].,13.09
0,2,38,TOVPlayerMove,Moved from tile [13, 4] in direction [1, 0].,11.895
0,0,59,TOVPlayerMove,Moved from tile [11, 6] in direction [-1, 0].,13.04
0,1,30,TOVPlayerMove,Moved from tile [13, 4] in direction [-1, 0].,13.09
0,2,38,TOVPlayerMove,Moved from tile [12, 4] in direction [0, 1].,11.895
0,0,59,TOVPlayerMove,Moved from tile [10, 6] in direction [-1, 0].,13.04
0,1,30,TOVPlayerMove,Moved from tile [13, 5] in direction [-1, 0].,13.09
0,2,38,TOVPlayerMove,Moved from tile [11, 4] in direction [1, 0].,11.895
0,0,59,TOVPlayerMove,Moved from tile [9, 6] in direction [1, 0].,13.04
0,0,59,TOVPlayerMove,Moved from tile [9, 7] in direction [0, 1].,13.04
0,1,30,TOVPlayerAttack,Default Attack against 644,13.09
0,1,30,TOVPlayerUseCard,Played the card: null,13.09
0,2,35,TOVPlayerAttack,Default Attack against 644,11.895
