Game,PlayerID,Health,ActionType,ActionString,HeuristicValue
0,1,73,TOVPlayerMove,Moved from tile [8, 0] in direction [-1, 0].,17.080000000000002
0,0,77,TOVPlayerMove,Moved from tile [9, 0] in direction [-1, 0].,15.684
0,2,87,TOVPlayerMove,Moved from tile [7, 2] in direction [0, 1].,15.386000000000001
0,1,73,TOVPlayerMove,Moved from tile [7, 0] in direction [-1, 0].,17.089000000000002
0,0,77,TOVPlayerMove,Moved from tile [9, 1] in direction [1, 0].,15.694999999999999
0,2,87,TOVPlayerMove,Moved from tile [6, 2] in direction [-1, 0].,15.395
0,1,73,TOVPlayerMove,Moved from tile [8, 0] in direction [0, 1].,17.080000000000002
0,0,77,TOVPlayerMove,Moved from tile [8, 1] in direction [-1, 0].,15.706
0,2,87,TOVPlayerMove,Moved from tile [6, 3] in direction [0, -1].,15.406
0,1,73,TOVPlayerMove,Moved from tile [7, 0] in direction [0, -1].,17.089000000000002
0,0,77,TOVPlayerMove,Moved from tile [8, 0] in direction [0, 1].,15.694999999999999
0,2,87,TOVPlayerMove,Moved from tile [6, 2] in direction [1, 0].,15.395
0,1,73,TOVPlayerMove,Moved from tile [7, 1] in direction [0, 1].,17.1
0,0,77,TOVPlayerMove,Moved from tile [9, 0] in direction [0, -1].,15.684
0,2,87,TOVPlayerMove,Moved from tile [6, 3] in direction [-1, 0].,15.406
0,1,73,TOVPlayerMove,Moved from tile [7, 0] in direction [-1, 0].,17.089000000000002
0,0,77,TOVPlayerMove,Moved from tile [8, 0] in direction [-1, 0].,15.694999999999999
0,2,87,TOVPlayerMove,Moved from tile [5, 3] in direction [-1, 0].,15.415
0,1,73,TOVPlayerMove,Moved from tile [6, 0] in direction [0, -1].,17.098
0,0,77,TOVPlayerMove,Moved from tile [7, 0] in direction [-1, 0].,15.703999999999999
0,2,87,TOVPlayerMove,Moved from tile [5, 2] in direction [1, 0].,15.404
0,1,73,TOVPlayerMove,Moved from tile [5, 0] in direction [0, -1].,17.107000000000003
0,0,77,TOVPlayerMove,Moved from tile [8, 0] in direction [0, 1].,15.694999999999999
0,2,87,TOVPlayerMove,Moved from tile [5, 1] in direction [-1, 0].,15.393
0,1,73,TOVPlayerMove,Moved from tile [5, 1] in direction [0, -1].,17.118
0,0,77,TOVPlayerMove,Moved from tile [7, 0] in direction [0, 1].,15.703999999999999
0,2,87,TOVPlayerMove,Moved from tile [5, 0] in direction [1, 0].,15.382000000000001
0,1,73,TOVPlayerMove,Moved from tile [5, 2] in direction [-1, 0].,17.129
0,0,77,TOVPlayerMove,Moved from tile [8, 0] in direction [0, 1].,15.694999999999999
0,2,87,TOVPlayerMove,Moved from tile [4, 0] in direction [1, 0].,15.382000000000001
0,1,73,TOVPlayerMove,Moved from tile [5, 3] in direction [-1, 0].,17.14
0,0,77,TOVPlayerMove,Moved from tile [5, 4] in direction [0, 1].,15.786
0,1,73,TOVPlayerAttack,Default Attack against 104,17.651
0,2,87,TOVPlayerAttack,Default Attack against 105,15.446
0,2,83,TOVPlayerAttack,Default Attack against 103,15.455
0,0,67,TOVPlayerAttack,Default Attack against 103,16.275
0,2,83,TOVPlayerAttack,Default Attack against 103,15.464
0,1,66,TOVPlayerAttack,Default Attack against 103,17.694999999999997
0,1,66,TOVPlayerAttack,Default Attack against 104,17.779
0,1,66,TOVPlayerAttack,Default Attack against 105,17.788
0,0,67,TOVPlayerAttack,Default Attack against 105,17.348999999999997
0,2,76,TOVPlayerMove,Moved from tile [5, 4] in direction [0, -1].,16.453999999999997
0,2,76,TOVPlayerMove,Moved from tile [4, 4] in direction [-1, 0].,16.454
0,0,67,TOVPlayerAttack,Default Attack against 100,17.358999999999998
0,2,76,TOVPlayerAttack,Default Attack against 100,17.433
0,1,66,TOVPlayerMove,Moved from tile [4, 4] in direction [-1, 0].,19.842
0,0,91,TOVPlayerMove,Moved from tile [4, 4] in direction [0, 1].,17.912999999999997
