Game,PlayerID,Health,ActionType,ActionString,HeuristicValue,RoundNum
0,2,100,TOVPlayerMove,Moved from tile [0, 0] in direction [0, 1].,-0.030006737946999085,1
0,1,100,TOVPlayerMove,Moved from tile [0, 0] in direction [0, 1].,-0.030006737946999085,2
0,0,100,TOVPlayerMove,Moved from tile [0, 1] in direction [0, 1].,-0.020018315638888735,3
0,2,100,TOVPlayerMove,Moved from tile [0, 1] in direction [1, 0].,-0.020018315638888735,4
0,1,100,TOVPlayerMove,Moved from tile [0, 1] in direction [1, 0].,-0.020018315638888735,5
0,0,100,TOVPlayerMove,Moved from tile [1, 1] in direction [1, 0].,-0.010049787068367864,6
0,0,100,TOVPlayerMove,Moved from tile [2, 1] in direction [1, 0].,-1.353352832366127E-4,6
0,1,100,TOVPlayerAttack,Default Attack against 30,-1.353352832366127E-4,6
0,2,93,TOVPlayerAttack,Default Attack against 29,-1.353352832366127E-4,6
0,2,93,TOVPlayerAttack,Default Attack against 30,0.004864664716763388,6
0,0,100,TOVPlayerAttack,Default Attack against 29,0.004864664716763388,6
0,2,93,TOVPlayerAttack,Default Attack against 29,0.009864664716763387,6
0,1,98,TOVPlayerAttack,Default Attack against 30,0.014864664716763386,6
0,2,93,TOVPlayerAttack,Default Attack against 30,1.9848646647167636,6
0,1,98,TOVPlayerMove,Moved from tile [2, 1] in direction [1, 0].,2.064864664716764,7
0,0,91,TOVPlayerMove,Moved from tile [2, 1] in direction [1, 0].,2.0548646647167637,8
0,2,93,TOVPlayerMove,Moved from tile [3, 1] in direction [1, 0].,1.9949502129316323,9
0,1,98,TOVPlayerMove,Moved from tile [3, 1] in direction [0, 1].,2.074950212931632,10
0,0,91,TOVPlayerMove,Moved from tile [3, 1] in direction [0, 1].,2.064950212931632,11
0,2,93,TOVPlayerMove,Moved from tile [3, 2] in direction [0, 1].,2.504864664716764,12
0,0,91,TOVPlayerMove,Moved from tile [3, 3] in direction [0, 1].,2.3346321205588287,12
0,1,98,TOVPlayerAttack,Default Attack against 80,2.344632120558829,12
0,2,93,TOVPlayerAttack,Default Attack against 82,2.264632120558829,12
0,2,93,TOVPlayerAttack,Default Attack against 81,2.269632120558829,12
0,0,72,TOVPlayerAttack,Default Attack against 81,2.3396321205588286,12
0,2,93,TOVPlayerAttack,Default Attack against 81,2.2746321205588287,12
0,1,92,TOVPlayerAttack,Default Attack against 80,2.3796321205588287,12
0,1,92,TOVPlayerAttack,Default Attack against 80,2.4596321205588287,12
0,0,72,TOVPlayerAttack,Default Attack against 82,2.4196321205588287,12
0,1,92,TOVPlayerAttack,Default Attack against 82,4.454632120558829,12
0,0,72,TOVPlayerMove,Moved from tile [3, 3] in direction [-1, 0].,4.489999088118035,13
0,2,95,TOVPlayerMove,Moved from tile [3, 3] in direction [0, 1].,4.019999088118035,14
0,2,95,TOVPlayerMove,Moved from tile [4, 3] in direction [1, 0].,4.029997521247823,14
0,1,98,TOVPlayerAttack,Default Attack against 85,5.014997521247823,14
0,0,93,TOVPlayerAttack,Default Attack against 86,5.249997521247823,14
0,0,88,TOVPlayerAttack,Default Attack against 85,5.256997521247823,14
0,0,88,TOVPlayerAttack,Default Attack against 85,5.338997521247824,14
0,2,92,TOVPlayerAttack,Default Attack against 86,4.036997521247823,14
0,0,88,TOVPlayerAttack,Default Attack against 86,7.3359975212478234,14
0,2,92,TOVPlayerMove,Moved from tile [4, 2] in direction [0, -1].,6.118999088118034,14
0,0,88,TOVPlayerAttack,Default Attack against 57,7.345999088118035,14
0,1,97,TOVPlayerAttack,Default Attack against 56,7.026999088118035,14
0,0,88,TOVPlayerUseCard,Played the card: Taunt,7.352999088118034,14
0,2,89,TOVPlayerAttack,Default Attack against 56,6.125999088118035,14
0,2,89,TOVPlayerAttack,Default Attack against 56,6.207999088118035,14
0,1,93,TOVPlayerAttack,Default Attack against 57,7.046999088118034,14
0,2,89,TOVPlayerAttack,Default Attack against 57,8.194999088118035,14
0,1,93,TOVPlayerMove,Moved from tile [4, 2] in direction [0, 1].,9.108999088118036,15
0,0,85,TOVPlayerMove,Moved from tile [4, 2] in direction [1, 0].,9.339999088118034,16
0,2,89,TOVPlayerMove,Moved from tile [4, 3] in direction [1, 0].,8.204997521247824,17
0,2,89,TOVPlayerMove,Moved from tile [5, 3] in direction [1, 0].,8.214993262053001,17
0,0,85,TOVPlayerAttack,Default Attack against 91,8.359993262053,17
0,0,77,TOVPlayerAttack,Default Attack against 90,8.366993262053002,17
0,2,86,TOVPlayerAttack,Default Attack against 90,8.221993262053001,17
0,0,77,TOVPlayerAttack,Default Attack against 91,8.448993262053001,17
0,1,87,TOVPlayerAttack,Default Attack against 91,8.358993262053001,17
0,1,79,TOVPlayerAttack,Default Attack against 89,8.405993262053002,17
0,0,68,TOVPlayerAttack,Default Attack against 89,8.530993262053002,17
0,1,79,TOVPlayerAttack,Default Attack against 89,10.402993262053002,17
0,2,86,TOVPlayerMove,Moved from tile [5, 4] in direction [0, 1].,10.228981684361111,17
0,0,68,TOVPlayerAttack,Default Attack against 126,10.612981684361111,17
0,1,79,TOVPlayerAttack,Default Attack against 126,10.412981684361112,17
0,1,76,TOVPlayerUseCard,Played the card: Taunt,10.427981684361113,17
0,0,68,TOVPlayerUseCard,Played the card: Taunt,10.694981684361112,17
0,1,76,TOVPlayerAttack,Default Attack against 125,10.427981684361113,17
