Game,PlayerID,Health,ActionType,ActionString,HeuristicValue
0,2,0,TOVPlayerAttack,Default Attack against 84,17.715
0,0,63,TOVPlayerMove,Moved from tile [1, 3] in direction [0, 0].,19.784
0,2,0,TOVPlayerAttack,Default Attack against 85,18.715
0,0,63,TOVPlayerMove,Moved from tile [1, 3] in direction [0, 1].,20.788
0,2,0,TOVPlayerMove,Moved from tile [9, 1] in direction [1, 0].,18.715
0,0,63,TOVPlayerMove,Moved from tile [2, 3] in direction [-1, 0].,20.799
0,2,0,TOVPlayerMove,Moved from tile [9, 1] in direction [-1, 0].,18.715
0,0,63,TOVPlayerMove,Moved from tile [1, 3] in direction [0, 1].,20.788
0,2,0,TOVPlayerMove,Moved from tile [9, 1] in direction [0, 1].,18.715
0,0,63,TOVPlayerMove,Moved from tile [1, 4] in direction [0, 1].,20.779
0,2,0,TOVPlayerMove,Moved from tile [9, 1] in direction [1, 0].,18.715
0,0,63,TOVPlayerMove,Moved from tile [2, 4] in direction [0, -1].,20.790000000000003
0,2,0,TOVPlayerMove,Moved from tile [9, 1] in direction [0, 1].,18.715
0,0,63,TOVPlayerMove,Moved from tile [2, 5] in direction [0, 1].,20.781
0,2,0,TOVPlayerMove,Moved from tile [9, 1] in direction [0, -1].,18.715
0,0,63,TOVPlayerMove,Moved from tile [2, 4] in direction [0, -1].,20.790000000000003
0,2,0,TOVPlayerMove,Moved from tile [9, 1] in direction [1, 0].,18.715
0,0,63,TOVPlayerMove,Moved from tile [3, 4] in direction [0, -1].,20.801
0,2,0,TOVPlayerMove,Moved from tile [9, 1] in direction [0, -1].,18.715
0,0,63,TOVPlayerMove,Moved from tile [3, 3] in direction [-1, 0].,20.810000000000002
0,2,0,TOVPlayerMove,Moved from tile [9, 1] in direction [0, 1].,18.715
0,0,63,TOVPlayerMove,Moved from tile [3, 4] in direction [0, -1].,20.801
0,2,0,TOVPlayerMove,Moved from tile [9, 1] in direction [0, -1].,18.715
0,0,63,TOVPlayerMove,Moved from tile [3, 3] in direction [-1, 0].,20.810000000000002
0,2,0,TOVPlayerMove,Moved from tile [9, 1] in direction [0, 1].,18.715
0,0,63,TOVPlayerMove,Moved from tile [3, 4] in direction [-1, 0].,20.801
0,2,0,TOVPlayerMove,Moved from tile [9, 1] in direction [0, 1].,18.714000000000002
0,0,63,TOVPlayerMove,Moved from tile [3, 5] in direction [0, 1].,20.787000000000003
0,2,0,TOVPlayerMove,Moved from tile [9, 1] in direction [-1, 0].,18.714000000000002
0,0,63,TOVPlayerMove,Moved from tile [2, 5] in direction [-1, 0].,20.776
0,2,0,TOVPlayerMove,Moved from tile [9, 1] in direction [0, 1].,18.714000000000002
0,0,63,TOVPlayerMove,Moved from tile [2, 6] in direction [0, -1].,20.767
0,2,0,TOVPlayerMove,Moved from tile [9, 1] in direction [1, 0].,18.714000000000002
0,0,63,TOVPlayerMove,Moved from tile [3, 6] in direction [0, -1].,20.778
0,2,0,TOVPlayerMove,Moved from tile [9, 1] in direction [0, -1].,18.714000000000002
0,0,63,TOVPlayerMove,Moved from tile [3, 5] in direction [0, -1].,20.787000000000003
0,2,0,TOVPlayerMove,Moved from tile [9, 1] in direction [1, 0].,18.714000000000002
0,0,63,TOVPlayerMove,Moved from tile [4, 5] in direction [-1, 0].,20.798
0,2,0,TOVPlayerMove,Moved from tile [9, 1] in direction [1, 0].,18.714000000000002
0,0,63,TOVPlayerMove,Moved from tile [5, 5] in direction [0, -1].,20.809
0,2,0,TOVPlayerMove,Moved from tile [9, 1] in direction [0, 1].,18.714000000000002
0,0,63,TOVPlayerMove,Moved from tile [5, 6] in direction [-1, 0].,20.8
0,2,0,TOVPlayerMove,Moved from tile [9, 1] in direction [1, 0].,18.714000000000002
0,0,63,TOVPlayerMove,Moved from tile [6, 6] in direction [0, -1].,20.809
0,2,0,TOVPlayerMove,Moved from tile [9, 1] in direction [0, 1].,18.714000000000002
0,0,63,TOVPlayerMove,Moved from tile [6, 7] in direction [0, 1].,20.8
0,2,0,TOVPlayerMove,Moved from tile [9, 1] in direction [0, 1].,18.714000000000002
0,0,63,TOVPlayerMove,Moved from tile [6, 8] in direction [0, -1].,20.791
0,2,0,TOVPlayerMove,Moved from tile [9, 1] in direction [-1, 0].,18.725
0,0,63,TOVPlayerMove,Moved from tile [5, 8] in direction [-1, 0].,20.782
0,2,0,TOVPlayerMove,Moved from tile [9, 1] in direction [1, 0].,18.725
0,0,63,TOVPlayerMove,Moved from tile [6, 8] in direction [0, 1].,20.792
0,2,0,TOVPlayerMove,Moved from tile [9, 1] in direction [0, 1].,18.725
0,0,63,TOVPlayerMove,Moved from tile [6, 9] in direction [-1, 0].,21.282
0,2,0,TOVPlayerMove,Moved from tile [9, 1] in direction [-1, 0].,18.725
0,0,63,TOVPlayerMove,Moved from tile [5, 9] in direction [0, -1].,21.272
0,2,0,TOVPlayerMove,Moved from tile [9, 1] in direction [1, 0].,18.725
0,0,63,TOVPlayerMove,Moved from tile [6, 9] in direction [0, -1].,21.282
0,2,0,TOVPlayerMove,Moved from tile [9, 1] in direction [1, 0].,18.725
0,0,63,TOVPlayerMove,Moved from tile [7, 9] in direction [-1, 0].,21.292
0,2,0,TOVPlayerMove,Moved from tile [9, 1] in direction [-1, 0].,18.725
0,0,63,TOVPlayerMove,Moved from tile [6, 9] in direction [-1, 0].,21.282
0,2,0,TOVPlayerMove,Moved from tile [9, 1] in direction [0, -1].,18.725
0,0,63,TOVPlayerMove,Moved from tile [6, 8] in direction [-1, 0].,20.792
0,2,0,TOVPlayerMove,Moved from tile [9, 1] in direction [0, -1].,18.725
0,0,63,TOVPlayerMove,Moved from tile [6, 7] in direction [-1, 0].,20.802
0,2,0,TOVPlayerMove,Moved from tile [9, 1] in direction [0, 1].,18.725
0,0,63,TOVPlayerMove,Moved from tile [6, 8] in direction [0, -1].,20.792
0,2,0,TOVPlayerMove,Moved from tile [9, 1] in direction [1, 0].,18.725
0,0,63,TOVPlayerMove,Moved from tile [7, 8] in direction [-1, 0].,21.302
0,2,0,TOVPlayerMove,Moved from tile [9, 1] in direction [-1, 0].,18.725
0,0,63,TOVPlayerMove,Moved from tile [6, 8] in direction [-1, 0].,20.792
0,2,0,TOVPlayerMove,Moved from tile [9, 1] in direction [0, -1].,18.725
0,0,63,TOVPlayerMove,Moved from tile [6, 7] in direction [0, 1].,20.802
0,2,0,TOVPlayerMove,Moved from tile [9, 1] in direction [0, -1].,18.725
0,0,63,TOVPlayerMove,Moved from tile [6, 6] in direction [-1, 0].,20.812
0,2,0,TOVPlayerMove,Moved from tile [9, 1] in direction [0, -1].,18.725
0,0,63,TOVPlayerMove,Moved from tile [6, 5] in direction [0, -1].,20.822
0,2,0,TOVPlayerMove,Moved from tile [9, 1] in direction [0, -1].,18.725
0,0,63,TOVPlayerMove,Moved from tile [6, 4] in direction [0, -1].,20.832
0,2,0,TOVPlayerMove,Moved from tile [9, 1] in direction [0, -1].,18.725
0,0,63,TOVPlayerMove,Moved from tile [6, 3] in direction [-1, 0].,20.842
0,2,0,TOVPlayerMove,Moved from tile [9, 1] in direction [1, 0].,18.725
0,0,63,TOVPlayerMove,Moved from tile [7, 3] in direction [0, -1].,20.852
0,2,0,TOVPlayerMove,Moved from tile [9, 1] in direction [0, 1].,18.725
0,0,63,TOVPlayerMove,Moved from tile [7, 4] in direction [0, -1].,20.842
