Game,PlayerID,Health,ActionType,ActionString,HeuristicValue,RoundNum
0,0,99,TOVPlayerAttack,Default Attack against 30,-20.0,0
0,1,98,TOVPlayerAttack,Default Attack against 22,-20.0,0
0,2,90,TOVPlayerUseCard,Played the card: Life tap,-20.0,0
0,0,97,TOVPlayerAttack,Default Attack against 20,-18.463,1
0,1,97,TOVPlayerMove,"Moved from tile [?, ?] in direction [0, 1].",-18.497,1
0,2,90,TOVPlayerMove,"Moved from tile [?, ?] in direction [1, 0].",-18.498,1
0,0,96,TOVPlayerUseCard,Played the card: Cleave,-16.97,2
0,1,94,TOVPlayerAttack,Default Attack against 23,-17.008,2
0,2,87,TOVPlayerMove,"Moved from tile [?, ?] in direction [0, -1].",-17.041,2
0,0,94,TOVPlayerMove,"Moved from tile [?, ?] in direction [0, 1].",-15.628,3
0,1,91,TOVPlayerMove,"Moved from tile [?, ?] in direction [0, 1].",-15.568,3
0,2,87,TOVPlayerMove,"Moved from tile [?, ?] in direction [1, 0].",-15.628,3
0,0,93,TOVPlayerAttack,Default Attack against 23,-14.25,4
0,1,91,TOVPlayerMove,"Moved from tile [?, ?] in direction [-1, 0].",-13.886,4
0,2,74,TOVPlayerUseCard,Played the card: Life tap,-13.795,4
0,0,90,TOVPlayerAttack,Default Attack against 25,-12.857,5
0,1,88,TOVPlayerUseCard,Played the card: Dazzle,-12.456,5
0,2,71,TOVPlayerAttack,Default Attack against 26,-12.916,5
0,0,90,TOVPlayerAttack,Default Attack against 22,-11.545,6
0,1,86,TOVPlayerUseCard,Played the card: Dazzle,-9.396,6
0,2,68,TOVPlayerMove,"Moved from tile [?, ?] in direction [0, -1].",-11.624,6
0,0,87,TOVPlayerAttack,Default Attack against 29,-10.195,7
0,1,84,TOVPlayerUseCard,Played the card: null,-7.8,7
0,2,68,TOVPlayerAttack,Default Attack against 23,-10.354,7
0,0,86,TOVPlayerAttack,Default Attack against 26,-8.949,8
0,1,83,TOVPlayerAttack,Default Attack against 25,-6.241,8
0,2,67,TOVPlayerAttack,Default Attack against 20,-9.123,8
0,0,85,TOVPlayerUseCard,Played the card: Empower,-7.748,9
0,1,82,TOVPlayerAttack,Default Attack against 22,-4.719,9
0,2,54,TOVPlayerUseCard,Played the card: Life tap,-6.375,9
0,0,84,TOVPlayerMove,"Moved from tile [?, ?] in direction [1, 0].",-6.569,10
0,1,80,TOVPlayerUseCard,Played the card: null,-3.253,10
0,2,53,TOVPlayerMove,"Moved from tile [?, ?] in direction [0, 1].",-3.502,10
0,0,82,TOVPlayerAttack,Default Attack against 29,-2.451,11
0,1,79,TOVPlayerUseCard,Played the card: null,-1.835,11
0,2,50,TOVPlayerAttack,Default Attack against 27,-2.101,11
0,0,82,TOVPlayerUseCard,Played the card: Empower,-1.128,12
0,1,77,TOVPlayerMove,"Moved from tile [?, ?] in direction [0, -1].",-0.833,12
0,2,40,TOVPlayerUseCard,Played the card: Life tap,0.205,12
0,0,81,TOVPlayerUseCard,Played the card: Cleave,0.171,13
0,1,75,TOVPlayerMove,"Moved from tile [?, ?] in direction [-1, 0].",0.077,13
0,2,39,TOVPlayerMove,"Moved from tile [?, ?] in direction [0, 1].",0.26,13
0,0,78,TOVPlayerMove,"Moved from tile [?, ?] in direction [0, -1].",4.907,14
0,1,72,TOVPlayerAttack,Default Attack against 26,1.358,14
0,2,37,TOVPlayerAttack,Default Attack against 30,1.646,14
0,0,77,TOVPlayerMove,"Moved from tile [?, ?] in direction [1, 0].",6.33,15
0,1,70,TOVPlayerAttack,Default Attack against 21,2.605,15
0,2,34,TOVPlayerAttack,Default Attack against 26,2.855,15
0,0,77,TOVPlayerUseCard,Played the card: Cleave,7.713,16
0,1,68,TOVPlayerAttack,Default Attack against 25,3.828,16
0,2,44,TOVPlayerUseCard,Played the card: Heal,6.105,16
0,0,75,TOVPlayerAttack,Default Attack against 23,9.214,17
0,1,65,TOVPlayerUseCard,Played the card: Dazzle,9.051,17
0,2,34,TOVPlayerUseCard,Played the card: Life tap,8.857,17
0,0,74,TOVPlayerAttack,Default Attack against 27,10.534,18
0,1,64,TOVPlayerAttack,Default Attack against 29,10.523,18
0,2,24,TOVPlayerUseCard,Played the card: Life tap,9.993,18
0,0,74,TOVPlayerUseCard,Played the card: null,11.788,19
0,1,62,TOVPlayerMove,"Moved from tile [?, ?] in direction [0, -1].",11.799,19
0,2,24,TOVPlayerMove,"Moved from tile [?, ?] in direction [0, 1].",7.268,19
0,0,71,TOVPlayerUseCard,Played the card: Cleave,13.027,20
0,1,60,TOVPlayerUseCard,Played the card: Dazzle,13.05,20
0,2,24,TOVPlayerAttack,Default Attack against 29,8.334,20
0,0,71,TOVPlayerUseCard,Played the card: Empower,14.207,21
0,1,58,TOVPlayerAttack,Default Attack against 23,15.472,21
0,2,22,TOVPlayerAttack,Default Attack against 22,9.332,21
0,0,70,TOVPlayerUseCard,Played the card: Cleave,15.377,22
0,1,55,TOVPlayerAttack,Default Attack against 27,16.733,22
0,2,19,TOVPlayerAttack,Default Attack against 21,10.282,22
0,0,70,TOVPlayerAttack,Default Attack against 26,16.526,23
0,1,52,TOVPlayerMove,"Moved from tile [?, ?] in direction [0, 1].",17.925,23
0,2,29,TOVPlayerUseCard,Played the card: Heal,13.971,23
0,0,68,TOVPlayerUseCard,Played the card: Cleave,17.632,24
0,1,50,TOVPlayerUseCard,Played the card: Taunt,19.136,24
0,2,39,TOVPlayerUseCard,Played the card: Heal,15.172,24
0,0,68,TOVPlayerUseCard,Played the card: Cleave,18.706,25
0,1,49,TOVPlayerUseCard,Played the card: Dazzle,19.906,25
0,2,49,TOVPlayerUseCard,Played the card: Heal,16.327,25
0,0,65,TOVPlayerAttack,Default Attack against 29,19.75,26
0,1,48,TOVPlayerAttack,Default Attack against 21,20.984,26
0,2,46,TOVPlayerAttack,Default Attack against 24,14.531,26
0,0,62,TOVPlayerAttack,Default Attack against 26,20.765,27
0,1,45,TOVPlayerAttack,Default Attack against 24,22.035,27
0,2,44,TOVPlayerAttack,Default Attack against 26,15.394,27
0,0,61,TOVPlayerMove,"Moved from tile [?, ?] in direction [-1, 0].",21.723,28
0,1,43,TOVPlayerMove,"Moved from tile [?, ?] in direction [1, 0].",23.019,28
0,2,41,TOVPlayerMove,"Moved from tile [?, ?] in direction [0, -1].",16.177,28
0,0,59,TOVPlayerUseCard,Played the card: Empower,24.12,29
0,1,43,TOVPlayerUseCard,Played the card: Taunt,24.051,29
0,2,41,TOVPlayerAttack,Default Attack against 28,17.035,29
0,0,56,TOVPlayerAttack,Default Attack against 21,25.103,30
0,1,40,TOVPlayerAttack,Default Attack against 23,24.998,30
0,2,40,TOVPlayerMove,"Moved from tile [?, ?] in direction [-1, 0].",17.8,30
0,0,55,TOVPlayerAttack,Default Attack against 28,26.042,31
0,1,38,TOVPlayerUseCard,Played the card: Dazzle,25.91,31
0,2,48,TOVPlayerUseCard,Played the card: Heal,21.783,31
0,0,55,TOVPlayerAttack,Default Attack against 22,26.971,32
0,1,36,TOVPlayerUseCard,Played the card: Taunt,26.856,32
0,2,46,TOVPlayerAttack,Default Attack against 30,19.716,32
0,0,53,TOVPlayerAttack,Default Attack against 27,27.859,33
0,1,34,TOVPlayerUseCard,Played the card: Taunt,27.777,33
0,2,46,TOVPlayerAttack,Default Attack against 24,20.463,33
0,0,53,TOVPlayerMove,"Moved from tile [?, ?] in direction [0, 1].",28.687,34
0,1,31,TOVPlayerUseCard,Played the card: Dazzle,28.603,34
0,2,35,TOVPlayerUseCard,Played the card: Life tap,23.55,34
0,0,52,TOVPlayerAttack,Default Attack against 23,29.517,35
0,1,28,TOVPlayerUseCard,Played the card: Taunt,29.467,35
0,2,25,TOVPlayerUseCard,Played the card: Life tap,24.055,35
0,0,51,TOVPlayerAttack,Default Attack against 30,30.33,36
0,1,27,TOVPlayerUseCard,Played the card: null,30.239,36
0,2,24,TOVPlayerMove,"Moved from tile [?, ?] in direction [1, 0].",22.059,36
0,0,48,TOVPlayerAttack,Default Attack against 28,30.67,37
0,1,27,TOVPlayerUseCard,Played the card: Dazzle,31.011,37
0,2,11,TOVPlayerUseCard,Played the card: Life tap,25.051,37
0,0,47,TOVPlayerUseCard,Played the card: Empower,31.381,38
0,1,27,TOVPlayerUseCard,Played the card: Taunt,31.83,38
0,2,10,TOVPlayerAttack,Default Attack against 28,22.978,38
0,0,44,TOVPlayerUseCard,Played the card: Cleave,32.064,39
0,1,25,TOVPlayerMove,"Moved from tile [?, ?] in direction [0, 1].",32.525,39
0,2,7,TOVPlayerAttack,Default Attack against 26,23.522,39
0,0,42,TOVPlayerMove,"Moved from tile [?, ?] in direction [0, -1].",32.709,40
0,1,24,TOVPlayerUseCard,Played the card: Dazzle,33.225,40
0,2,4,TOVPlayerAttack,Default Attack against 20,24.311,40
0,0,41,TOVPlayerAttack,Default Attack against 29,33.387,41
0,1,22,TOVPlayerUseCard,Played the card: Taunt,33.964,41
0,2,2,TOVPlayerMove,"Moved from tile [?, ?] in direction [1, 0].",24.8,41
0,0,39,TOVPlayerAttack,Default Attack against 23,34.038,42
0,1,22,TOVPlayerUseCard,Played the card: Taunt,34.705,42
0,2,1,TOVPlayerMove,"Moved from tile [?, ?] in direction [-1, 0].",32.525,42
0,0,38,TOVPlayerUseCard,Played the card: Cleave,34.677,43
0,1,21,TOVPlayerAttack,Default Attack against 30,35.634,43
0,2,100,TOVPlayerUseCard,Played the card: Life tap,35.123,43
0,0,38,TOVPlayerUseCard,Played the card: null,35.282,44
0,1,18,TOVPlayerUseCard,Played the card: Taunt,36.309,44
0,2,98,TOVPlayerAttack,Default Attack against 23,32.842,44
0,0,37,TOVPlayerAttack,Default Attack against 28,35.877,45
0,1,15,TOVPlayerAttack,Default Attack against 21,36.926,45
0,2,98,TOVPlayerAttack,Default Attack against 30,33.434,45
0,0,34,TOVPlayerMove,"Moved from tile [?, ?] in direction [0, -1].",36.374,46
0,1,15,TOVPlayerMove,"Moved from tile [?, ?] in direction [-1, 0].",37.507,46
0,2,96,TOVPlayerMove,"Moved from tile [?, ?] in direction [-1, 0].",33.979,46
0,0,33,TOVPlayerUseCard,Played the card: Empower,44.515,47
0,1,15,TOVPlayerAttack,Default Attack against 27,38.139,47
0,2,94,TOVPlayerAttack,Default Attack against 24,34.538,47
0,0,32,TOVPlayerAttack,Default Attack against 28,45.177,48
0,1,15,TOVPlayerUseCard,Played the card: Dazzle,38.705,48
0,2,91,TOVPlayerMove,"Moved from tile [?, ?] in direction [1, 0].",35.052,48
0,0,31,TOVPlayerUseCard,Played the card: Cleave,45.778,49
0,1,12,TOVPlayerUseCard,Played the card: Dazzle,46.968,49
0,2,90,TOVPlayerAttack,Default Attack against 20,35.588,49
0,0,29,TOVPlayerAttack,Default Attack against 23,46.326,50
0,1,9,TOVPlayerAttack,Default Attack against 22,47.543,50
0,2,88,TOVPlayerMove,"Moved from tile [?, ?] in direction [1, 0].",36.071,50
0,0,27,TOVPlayerUseCard,Played the card: Cleave,46.864,51
0,1,7,TOVPlayerAttack,Default Attack against 26,48.114,51
0,2,88,TOVPlayerAttack,Default Attack against 24,36.603,51
0,0,27,TOVPlayerUseCard,Played the card: Cleave,47.441,52
0,1,5,TOVPlayerAttack,Default Attack against 26,48.682,52
0,2,76,TOVPlayerUseCard,Played the card: Life tap,40.259,52
0,0,24,TOVPlayerAttack,Default Attack against 20,47.909,53
0,1,4,TOVPlayerMove,"Moved from tile [?, ?] in direction [-1, 0].",49.195,53
0,2,64,TOVPlayerUseCard,Played the card: Life tap,40.745,53
0,0,22,TOVPlayerAttack,Default Attack against 20,48.393,54
0,1,4,TOVPlayerUseCard,Played the card: null,49.711,54
0,2,52,TOVPlayerUseCard,Played the card: Life tap,43.236,54
0,0,21,TOVPlayerUseCard,Played the card: Empower,48.852,55
0,1,4,TOVPlayerAttack,Default Attack against 30,50.247,55
0,2,39,TOVPlayerUseCard,Played the card: Life tap,42.953,55
0,0,19,TOVPlayerUseCard,Played the card: Cleave,57.489,56
0,1,2,TOVPlayerUseCard,Played the card: Dazzle,50.714,56
0,2,38,TOVPlayerAttack,Default Attack against 20,40.162,56
0,0,16,TOVPlayerUseCard,Played the card: Cleave,57.944,57
0,1,2,TOVPlayerAttack,Default Attack against 26,51.254,57
0,2,36,TOVPlayerMove,"Moved from tile [?, ?] in direction [-1, 0].",40.51,57
0,0,14,TOVPlayerUseCard,Played the card: Cleave,58.414,58
0,1,2,TOVPlayerUseCard,Played the card: null,51.711,58
0,2,36,TOVPlayerAttack,Default Attack against 22,40.939,58
0,0,12,TOVPlayerUseCard,Played the card: Empower,58.826,59
0,1,1,TOVPlayerUseCard,Played the card: Taunt,52.238,59
0,2,44,TOVPlayerUseCard,Played the card: Heal,45.73,59
0,0,11,TOVPlayerAttack,Default Attack against 21,59.321,60
0,1,100,TOVPlayerUseCard,Played the card: Dazzle,51.619,60
0,2,43,TOVPlayerAttack,Default Attack against 26,41.972,60
0,0,9,TOVPlayerAttack,Default Attack against 27,59.747,61
0,1,98,TOVPlayerUseCard,Played the card: null,52.073,61
0,2,40,TOVPlayerAttack,Default Attack against 20,42.33,61
0,0,6,TOVPlayerUseCard,Played the card: Cleave,60.113,62
0,1,95,TOVPlayerUseCard,Played the card: Dazzle,52.557,62
0,2,40,TOVPlayerMove,"Moved from tile [?, ?] in direction [1, 0].",42.675,62
0,0,6,TOVPlayerUseCard,Played the card: Empower,60.541,63
0,1,94,TOVPlayerAttack,Default Attack against 22,53.034,63
0,2,40,TOVPlayerUseCard,Played the card: null,43.01,63
0,0,3,TOVPlayerAttack,Default Attack against 21,61.203,64
0,1,94,TOVPlayerAttack,Default Attack against 25,53.453,64
0,2,48,TOVPlayerUseCard,Played the card: Heal,47.859,64
0,0,100,TOVPlayerAttack,Default Attack against 28,60.44,65
0,1,94,TOVPlayerUseCard,Played the card: Taunt,53.926,65
0,2,48,TOVPlayerAttack,Default Attack against 26,43.959,65
0,0,98,TOVPlayerUseCard,Played the card: Empower,60.826,66
0,1,92,TOVPlayerUseCard,Played the card: Dazzle,54.346,66
0,2,46,TOVPlayerAttack,Default Attack against 20,44.272,66
0,0,98,TOVPlayerMove,"Moved from tile [?, ?] in direction [0, 1].",61.201,67
0,1,90,TOVPlayerAttack,Default Attack against 23,63.498,67
0,2,56,TOVPlayerUseCard,Played the card: Heal,49.599,67
0,0,96,TOVPlayerAttack,Default Attack against 21,61.63,68
0,1,89,TOVPlayerAttack,Default Attack against 26,63.933,68
0,2,43,TOVPlayerUseCard,Played the card: Life tap,52.719,68
0,0,93,TOVPlayerMove,"Moved from tile [?, ?] in direction [1, 0].",61.982,69
0,1,86,TOVPlayerUseCard,Played the card: null,64.362,69
0,2,43,TOVPlayerAttack,Default Attack against 27,45.184,69
0,0,91,TOVPlayerAttack,Default Attack against 25,62.386,70
0,1,84,TOVPlayerMove,"Moved from tile [?, ?] in direction [1, 0].",64.758,70
0,2,42,TOVPlayerMove,"Moved from tile [?, ?] in direction [0, -1].",45.431,70
0,0,90,TOVPlayerMove,"Moved from tile [?, ?] in direction [-1, 0].",62.718,71
0,1,81,TOVPlayerUseCard,Played the card: Dazzle,65.188,71
0,2,32,TOVPlayerUseCard,Played the card: Life tap,48.979,71
0,0,89,TOVPlayerMove,"Moved from tile [?, ?] in direction [0, 1].",63.04,72
0,1,78,TOVPlayerAttack,Default Attack against 27,65.626,72
0,2,42,TOVPlayerUseCard,Played the card: Heal,54.015,72
0,0,87,TOVPlayerUseCard,Played the card: Cleave,63.397,73
0,1,75,TOVPlayerMove,"Moved from tile [?, ?] in direction [1, 0].",66.015,73
0,2,41,TOVPlayerMove,"Moved from tile [?, ?] in direction [0, 1].",46.24,73
0,0,87,TOVPlayerMove,"Moved from tile [?, ?] in direction [-1, 0].",63.701,74
0,1,74,TOVPlayerAttack,Default Attack against 20,66.418,74
0,2,40,TOVPlayerAttack,Default Attack against 22,46.49,74
0,0,84,TOVPlayerMove,"Moved from tile [?, ?] in direction [0, -1].",63.995,75
0,1,74,TOVPlayerAttack,Default Attack against 30,67.094,75
0,2,27,TOVPlayerUseCard,Played the card: Life tap,49.951,75
0,0,84,TOVPlayerAttack,Default Attack against 28,64.343,76
0,1,72,TOVPlayerMove,"Moved from tile [?, ?] in direction [1, 0].",67.435,76
0,2,27,TOVPlayerMove,"Moved from tile [?, ?] in direction [0, -1].",46.583,76
0,0,81,TOVPlayerUseCard,Played the card: Cleave,64.665,77
0,1,69,TOVPlayerUseCard,Played the card: Taunt,67.903,77
0,2,17,TOVPlayerUseCard,Played the card: Life tap,50.089,77
0,0,79,TOVPlayerAttack,Default Attack against 20,64.97,78
0,1,68,TOVPlayerAttack,Default Attack against 20,68.268,78
0,2,16,TOVPlayerMove,"Moved from tile [?, ?] in direction [0, -1].",46.644,78
0,0,78,TOVPlayerUseCard,Played the card: Cleave,65.277,79
0,1,68,TOVPlayerMove,"Moved from tile [?, ?] in direction [0, -1].",68.539,79
0,2,26,TOVPlayerUseCard,Played the card: Heal,51.804,79
0,0,75,TOVPlayerMove,"Moved from tile [?, ?] in direction [0, 1].",65.53,80
0,1,65,TOVPlayerAttack,Default Attack against 27,68.943,80
0,2,35,TOVPlayerUseCard,Played the card: Heal,52.348,80
0,0,75,TOVPlayerUseCard,Played the card: null,65.775,81
0,1,62,TOVPlayerAttack,Default Attack against 20,69.313,81
0,2,34,TOVPlayerAttack,Default Attack against 30,48.009,81
0,0,74,TOVPlayerUseCard,Played the card: Cleave,66.059,82
0,1,59,TOVPlayerUseCard,Played the card: Taunt,71.792,82
0,2,41,TOVPlayerUseCard,Played the card: Heal,62.213,82
0,0,74,TOVPlayerAttack,Default Attack against 25,66.35,83
0,1,56,TOVPlayerUseCard,Played the card: Taunt,72.038,83
0,2,30,TOVPlayerUseCard,Played the card: Life tap,65.812,83
0,0,73,TOVPlayerUseCard,Played the card: Cleave,66.62,84
0,1,53,TOVPlayerMove,"Moved from tile [?, ?] in direction [-1, 0].",72.277,84
0,2,39,TOVPlayerUseCard,Played the card: Heal,72.277,84
0,0,70,TOVPlayerAttack,Default Attack against 28,66.875,85
0,1,51,TOVPlayerAttack,Default Attack against 30,72.509,85
0,2,36,TOVPlayerAttack,Default Attack against 30,67.459,85
0,0,69,TOVPlayerAttack,Default Attack against 26,67.151,86
0,1,48,TOVPlayerAttack,Default Attack against 28,72.734,86
0,2,35,TOVPlayerUseCard,Played the card: null,67.642,86
0,0,67,TOVPlayerAttack,Default Attack against 23,67.398,87
0,1,46,TOVPlayerUseCard,Played the card: Dazzle,72.952,87
0,2,25,TOVPlayerUseCard,Played the card: Life tap,71.264,87
0,0,67,TOVPlayerAttack,Default Attack against 29,68.016,88
0,1,43,TOVPlayerAttack,Default Attack against 22,73.164,88
0,2,22,TOVPlayerMove,"Moved from tile [?, ?] in direction [1, 0].",67.638,88
0,0,67,TOVPlayerAttack,Default Attack against 25,68.29,89
0,1,41,TOVPlayerUseCard,Played the card: Taunt,73.369,89
0,2,19,TOVPlayerAttack,Default Attack against 22,67.762,89
0,0,65,TOVPlayerAttack,Default Attack against 21,68.548,90
0,1,41,TOVPlayerMove,"Moved from tile [?, ?] in direction [0, -1].",73.568,90
0,2,16,TOVPlayerMove,"Moved from tile [?, ?] in direction [0, -1].",67.833,90
0,0,65,TOVPlayerUseCard,Played the card: Empower,68.731,91
0,1,41,TOVPlayerUseCard,Played the card: Taunt,73.761,91
0,2,5,TOVPlayerUseCard,Played the card: Life tap,73.761,91
0,0,62,TOVPlayerUseCard,Played the card: Cleave,68.955,92
0,1,41,TOVPlayerAttack,Default Attack against 23,73.949,92
0,2,4,TOVPlayerUseCard,Played the card: null,73.949,92
0,0,62,TOVPlayerUseCard,Played the card: Empower,69.127,93
0,1,40,TOVPlayerAttack,Default Attack against 22,74.13,93
0,2,2,TOVPlayerAttack,Default Attack against 24,74.13,93
0,0,61,TOVPlayerUseCard,Played the card: Cleave,69.341,94
0,1,37,TOVPlayerAttack,Default Attack against 24,74.307,94
0,2,1,TOVPlayerAttack,Default Attack against 21,74.307,94
0,0,58,TOVPlayerAttack,Default Attack against 28,74.478,95
0,1,34,TOVPlayerAttack,Default Attack against 22,74.478,95
0,2,1,TOVPlayerAttack,Default Attack against 29,74.478,95
0,0,57,TOVPlayerAttack,Default Attack against 20,74.643,96
0,1,33,TOVPlayerAttack,Default Attack against 24,74.643,96
0,2,100,TOVPlayerAttack,Default Attack against 22,74.643,96
0,0,57,TOVPlayerMove,"Moved from tile [?, ?] in direction [1, 0].",74.804,97
0,1,33,TOVPlayerUseCard,Played the card: Taunt,74.804,97
0,2,98,TOVPlayerAttack,Default Attack against 23,74.804,97
0,0,55,TOVPlayerAttack,Default Attack against 27,74.96,98
0,1,33,TOVPlayerAttack,Default Attack against 29,74.96,98
0,2,97,TOVPlayerAttack,Default Attack against 27,74.96,98
0,0,54,TOVPlayerAttack,Default Attack against 28,75.112,99
0,1,33,TOVPlayerMove,"Moved from tile [?, ?] in direction [0, 1].",75.112,99
0,2,85,TOVPlayerUseCard,Played the card: Life tap,75.112,99
0,0,51,TOVPlayerUseCard,Played the card: null,75.258,100
0,1,31,TOVPlayerMove,"Moved from tile [?, ?] in direction [0, -1].",75.258,100
0,2,82,TOVPlayerAttack,Default Attack against 29,75.258,100
0,0,48,TOVPlayerAttack,Default Attack against 29,75.401,101
0,1,30,TOVPlayerMove,"Moved from tile [?, ?] in direction [0, -1].",75.401,101
0,2,81,TOVPlayerAttack,Default Attack against 23,75.401,101
0,0,48,TOVPlayerMove,"Moved from tile [?, ?] in direction [-1, 0].",75.539,102
0,1,30,TOVPlayerAttack,Default Attack against 27,75.539,102
0,2,68,TOVPlayerUseCard,Played the card: Life tap,75.539,102
0,0,47,TOVPlayerAttack,Default Attack against 25,75.673,103
0,1,29,TOVPlayerUseCard,Played the card: null,75.673,103
0,2,67,TOVPlayerUseCard,Played the card: null,75.673,103
0,0,45,TOVPlayerAttack,Default Attack against 30,75.803,104
0,1,26,TOVPlayerUseCard,Played the card: null,75.803,104
0,2,56,TOVPlayerUseCard,Played the card: Life tap,75.803,104
0,0,44,TOVPlayerAttack,Default Attack against 29,75.929,105
0,1,24,TOVPlayerAttack,Default Attack against 22,75.929,105
0,2,46,TOVPlayerUseCard,Played the card: Life tap,75.929,105
0,0,44,TOVPlayerMove,"Moved from tile [?, ?] in direction [1, 0].",76.051,106
0,1,24,TOVPlayerMove,"Moved from tile [?, ?] in direction [0, -1].",76.051,106
0,2,43,TOVPlayerMove,"Moved from tile [?, ?] in direction [0, 1].",76.051,106
0,0,41,TOVPlayerUseCard,Played the card: Empower,76.17,107
0,1,21,TOVPlayerAttack,Default Attack against 23,76.17,107
0,2,42,TOVPlayerMove,"Moved from tile [?, ?] in direction [-1, 0].",76.17,107
0,0,39,TOVPlayerAttack,Default Attack against 29,76.285,108
0,1,21,TOVPlayerMove,"Moved from tile [?, ?] in direction [0, 1].",76.285,108
0,2,29,TOVPlayerUseCard,Played the card: Life tap,76.285,108
0,0,39,TOVPlayerUseCard,Played the card: Empower,76.396,109
0,1,19,TOVPlayerMove,"Moved from tile [?, ?] in direction [0, -1].",76.396,109
0,2,28,TOVPlayerMove,"Moved from tile [?, ?] in direction [1, 0].",76.396,109
0,0,39,TOVPlayerAttack,Default Attack against 21,76.504,110
0,1,17,TOVPlayerMove,"Moved from tile [?, ?] in direction [1, 0].",76.504,110
0,2,28,TOVPlayerAttack,Default Attack against 27,76.504,110
0,0,38,TOVPlayerAttack,Default Attack against 20,76.609,111
0,1,17,TOVPlayerAttack,Default Attack against 20,76.609,111
0,2,28,TOVPlayerAttack,Default Attack against 21,76.609,111
0,0,37,TOVPlayerUseCard,Played the card: Cleave,76.711,112
0,1,15,TOVPlayerAttack,Default Attack against 29,76.711,112
0,2,25,TOVPlayerAttack,Default Attack against 27,76.711,112
0,0,36,TOVPlayerUseCard,Played the card: Empower,76.81,113
0,1,13,TOVPlayerAttack,Default Attack against 24,76.81,113
0,2,15,TOVPlayerUseCard,Played the card: Life tap,76.81,113
0,0,34,TOVPlayerMove,"Moved from tile [?, ?] in direction [1, 0].",76.906,114
0,1,12,TOVPlayerUseCard,Played the card: null,76.906,114
0,2,24,TOVPlayerUseCard,Played the card: Heal,76.906,114
0,0,31,TOVPlayerUseCard,Played the card: Empower,76.999,115
0,1,12,TOVPlayerAttack,Default Attack against 27,76.999,115
0,2,13,TOVPlayerUseCard,Played the card: Life tap,76.999,115
0,0,31,TOVPlayerMove,"Moved from tile [?, ?] in direction [0, -1].",77.089,116
0,1,10,TOVPlayerUseCard,Played the card: Taunt,77.089,116
0,2,12,TOVPlayerMove,"Moved from tile [?, ?] in direction [1, 0].",77.089,116
0,0,29,TOVPlayerUseCard,Played the card: Empower,77.176,117
0,1,7,TOVPlayerMove,"Moved from tile [?, ?] in direction [0, -1].",77.176,117
0,2,12,TOVPlayerUseCard,Played the card: null,77.176,117
0,0,29,TOVPlayerAttack,Default Attack against 27,77.261,118
0,1,5,TOVPlayerUseCard,Played the card: null,77.261,118
0,2,100,TOVPlayerUseCard,Played the card: Life tap,77.261,118
0,0,26,TOVPlayerUseCard,Played the card: null,77.343,119
0,1,4,TOVPlayerAttack,Default Attack against 25,77.343,119
0,2,97,TOVPlayerAttack,Default Attack against 20,77.343,119
0,0,25,TOVPlayerUseCard,Played the card: Empower,77.423,120
0,1,3,TOVPlayerAttack,Default Attack against 20,77.423,120
0,2,97,TOVPlayerMove,"Moved from tile [?, ?] in direction [1, 0].",77.423,120
0,0,22,TOVPlayerUseCard,Played the card: Cleave,77.5,121
0,1,3,TOVPlayerUseCard,Played the card: Dazzle,77.5,121
0,2,86,TOVPlayerUseCard,Played the card: Life tap,77.5,121
0,0,19,TOVPlayerAttack,Default Attack against 30,77.575,122
0,1,3,TOVPlayerUseCard,Played the card: Taunt,77.575,122
0,2,94,TOVPlayerUseCard,Played the card: Heal,77.575,122
0,0,16,TOVPlayerAttack,Default Attack against 26,77.648,123
0,1,3,TOVPlayerAttack,Default Attack against 21,77.648,123
0,2,91,TOVPlayerAttack,Default Attack against 27,77.648,123
0,0,14,TOVPlayerUseCard,Played the card: Cleave,77.719,124
0,1,2,TOVPlayerAttack,Default Attack against 25,77.719,124
0,2,90,TOVPlayerAttack,Default Attack against 24,77.719,124
0,0,14,TOVPlayerUseCard,Played the card: Cleave,77.787,125
0,1,1,TOVPlayerUseCard,Played the card: Dazzle,77.787,125
0,2,80,TOVPlayerUseCard,Played the card: Life tap,77.787,125
0,0,12,TOVPlayerAttack,Default Attack against 26,77.854,126
0,1,100,TOVPlayerAttack,Default Attack against 28,77.854,126
0,2,79,TOVPlayerAttack,Default Attack against 27,77.854,126
0,0,10,TOVPlayerMove,"Moved from tile [?, ?] in direction [0, -1].",77.918,127
0,1,99,TOVPlayerUseCard,Played the card: Dazzle,77.918,127
0,2,77,TOVPlayerAttack,Default Attack against 24,77.918,127
0,0,10,TOVPlayerUseCard,Played the card: Empower,77.981,128
0,1,99,TOVPlayerUseCard,Played the card: Taunt,77.981,128
0,2,75,TOVPlayerAttack,Default Attack against 24,77.981,128
0,0,10,TOVPlayerAttack,Default Attack against 20,78.041,129
0,1,99,TOVPlayerUseCard,Played the card: Taunt,78.041,129
0,2,64,TOVPlayerUseCard,Played the card: Life tap,78.041,129
0,0,10,TOVPlayerAttack,Default Attack against 27,78.1,130
0,1,98,TOVPlayerAttack,Default Attack against 30,78.1,130
0,2,63,TOVPlayerUseCard,Played the card: null,78.1,130
0,0,10,TOVPlayerUseCard,Played the card: Cleave,78.157,131
0,1,97,TOVPlayerAttack,Default Attack against 21,78.157,131
0,2,52,TOVPlayerUseCard,Played the card: Life tap,78.157,131
