Game,PlayerID,Health,ActionType,ActionString,HeuristicValue,RoundNum
8,2,16,TOVPlayerUseCard,Played the card: Life tap,47.388,49
8,0,11,TOVPlayerAttack,Default Attack against 23,30.087,50
8,1,28,TOVPlayerAttack,Default Attack against 28,32.806,50
8,2,13,TOVPlayerMove,"Moved from tile [?, ?] in direction [-1, 0].",44.709,50
8,0,9,TOVPlayerAttack,Default Attack against 27,30.765,51
8,1,25,TOVPlayerAttack,Default Attack against 21,33.248,51
8,2,11,TOVPlayerUseCard,Played the card: null,45.171,51
8,0,7,TOVPlayerUseCard,Played the card: Empower,31.092,52
8,1,23,TOVPlayerAttack,Default Attack against 23,33.719,52
8,2,8,TOVPlayerMove,"Moved from tile [?, ?] in direction [-1, 0].",45.576,52
8,0,4,TOVPlayerAttack,Default Attack against 30,31.43,53
8,1,22,TOVPlayerAttack,Default Attack against 26,34.148,53
